"Query","Entrez","Symbol","Name","Comment"
"Irf9","16391","Irf9","interferon regulatory factor 9","1"
"Gmpr2","105446","Gmpr2","guanosine monophosphate reductase 2","1"
"Mdp1","67881","Mdp1","magnesium-dependent phosphatase 1","1"
"Dhrs1","52585","Dhrs1","dehydrogenase/reductase (SDR family) member 1","1"
"Ncan","13004","Ncan","neurocan","1"
"Tmem161a","234371","Tmem161a","transmembrane protein 161A","1"
"Armc6","76813","Armc6","armadillo repeat containing 6","1"
"2310045N01Rik","72368","2310045N01Rik","RIKEN cDNA 2310045N01 gene","1"
"Slc25a42","73095","Slc25a42","solute carrier family 25, member 42","1"
"Snx9","66616","Snx9","sorting nexin 9","1"
"Ranbp3","71810","Ranbp3","RAN binding protein 3","1"
"Ndufa11","69875","Ndufa11","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 11","1"
"Bmp8b","12164","Bmp8b","bone morphogenetic protein 8b","1"
"Nr2f6","13864","Nr2f6","nuclear receptor subfamily 2, group F, member 6","1"
"Use1","67023","Use1","unconventional SNARE in the ER 1 homolog (S. cerevisiae)","1"
"Ocel1","77090","Ocel1","occludin/ELL domain containing 1","1"
"Dyrk1b","13549","Dyrk1b","dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1b","1"
"Braf","109880","Braf","Braf transforming gene","1"
"Ndufb2","68198","Ndufb2","NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 2","1"
"Hltf","20585","Hltf","helicase-like transcription factor","1"
"Prpf6","68879","Prpf6","PRP6 pre-mRNA splicing factor 6 homolog (yeast)","1"
"Rgs19","56470","Rgs19","regulator of G-protein signaling 19","1"
"Rgs20","58175","Rgs20","regulator of G-protein signaling 20","1"
"Abhd3","106861","Abhd3","abhydrolase domain containing 3","1"
"Snrpd1","20641","Snrpd1","small nuclear ribonucleoprotein D1","1"
"Tchp","77832","Tchp","trichoplein, keratin filament binding","1"
"Tiam1","21844","Tiam1","T cell lymphoma invasion and metastasis 1","1"
"Tsc2","22084","Tsc2","tuberous sclerosis 2","1"
"Rpl3l","66211","Rpl3l","ribosomal protein L3-like","1"
"Slc9a3r2","65962","Slc9a3r2","solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 2","1"
"Puf60","67959","Puf60","poly-U binding splicing factor 60","1"
"Golga2","99412","Golga2","golgi autoantigen, golgin subfamily a, 2","1"
"Uck1","22245","Uck1","uridine-cytidine kinase 1","1"
"Scin","20259","Scin","scinderin","1"
"Ikzf4","22781","Ikzf4","IKAROS family zinc finger 4","1"
"Mien1","NA","NA","NA","0"
"Pon1","18979","Pon1","paraoxonase 1","1"
"Axl","26362","Axl","AXL receptor tyrosine kinase","1"
"Tgfb1","21803","Tgfb1","transforming growth factor, beta 1","1"
"Ccdc97","52132","Ccdc97","coiled-coil domain containing 97","1"
"Zfp40","22700","Zfp40","zinc finger protein 40","1"
"Akap8l","54194","Akap8l","A kinase (PRKA) anchor protein 8-like","1"
"Shh","20423","Shh","sonic hedgehog","1"
"Pdcd2l","68079","Pdcd2l","programmed cell death 2-like","1"
"Gtf2f1","98053","Gtf2f1","general transcription factor IIF, polypeptide 1","1"
"Clpp","53895","Clpp","caseinolytic peptidase, ATP-dependent, proteolytic subunit homolog (E. coli)","1"
"Alkbh7","66400","Alkbh7","alkB, alkylation repair homolog 7 (E. coli)","1"
"Pspn","19197","Pspn","persephin","1"
"Dennd1c","70785","Dennd1c","DENN/MADD domain containing 1C","1"
"Med6","69792","Med6","mediator of RNA polymerase II transcription, subunit 6 homolog (yeast)","1"
"Prkd1","18760","Prkd1","protein kinase D1","1"
"Lcp2","16822","Lcp2","lymphocyte cytosolic protein 2","1"
"Cse1l","110750","Cse1l","chromosome segregation 1-like (S. cerevisiae)","1"
"Naa20","67877","Naa20","N(alpha)-acetyltransferase 20, NatB catalytic subunit","1"
"Prkra","23992","Prkra","protein kinase, interferon inducible double stranded RNA dependent activator","1"
"Fkbp7","14231","Fkbp7","FK506 binding protein 7","1"
"Plekha3","83435","Plekha3","pleckstrin homology domain-containing, family A (phosphoinositide binding specific) member 3","1"
"Ykt6","56418","Ykt6","YKT6 homolog (S. Cerevisiae)","1"
"Baz1b","22385","Baz1b","bromodomain adjacent to zinc finger domain, 1B","1"
"Pex6","224824","Pex6","peroxisomal biogenesis factor 6","1"
"Mrpl2","27398","Mrpl2","mitochondrial ribosomal protein L2","1"
"Mea1","17256","Mea1","male enhanced antigen 1","1"
"Gnmt","14711","Gnmt","glycine N-methyltransferase","1"
"Grin2d","14814","Grin2d","glutamate receptor, ionotropic, NMDA2D (epsilon 4)","1"
"Kdelr1","68137","Kdelr1","KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1","1"
"Tmem143","70209","Tmem143","transmembrane protein 143","1"
"Ggct","110175","Ggct","gamma-glutamyl cyclotransferase","1"
"Jag2","16450","Jag2","jagged 2","1"
"Btbd6","399566","Btbd6","BTB (POZ) domain containing 6","1"
"Nudt14","66174","Nudt14","nudix (nucleoside diphosphate linked moiety X)-type motif 14","1"
"Epdr1","105298","Epdr1","ependymin related protein 1 (zebrafish)","1"
"Flii","14248","Flii","flightless I homolog (Drosophila)","1"
"Top3a","21975","Top3a","topoisomerase (DNA) III alpha","1"
"Atg4d","235040","Atg4d","autophagy-related 4D (yeast)","1"
"Qtrt1","60507","Qtrt1","queuine tRNA-ribosyltransferase 1","1"
"Plin4","57435","Plin4","perilipin 4","1"
"Hdgfrp2","15193","Hdgfrp2","hepatoma-derived growth factor, related protein 2","1"
"Chaf1a","27221","Chaf1a","chromatin assembly factor 1, subunit A (p150)","1"
"Adprh","11544","Adprh","ADP-ribosylarginine hydrolase","1"
"Tmem39a","67846","Tmem39a","transmembrane protein 39a","1"
"Timmdc1","NA","NA","NA","0"
"Pla1a","85031","Pla1a","phospholipase A1 member A","1"
"Mcm2","17216","Mcm2","minichromosome maintenance deficient 2 mitotin (S. cerevisiae)","1"
"Tpra1","24100","Tpra1","transmembrane protein, adipocyte asscociated 1","1"
"Nab1","17936","Nab1","Ngfi-A binding protein 1","1"
"Adgre5","NA","NA","NA","0"
"Il17ra","16172","Il17ra","interleukin 17 receptor A","1"
"Lamb1","16777","Lamb1","laminin B1","1"
"Kcnn1","84036","Kcnn1","potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1","1"
"Arrdc2","70807","Arrdc2","arrestin domain containing 2","1"
"Ppp1r17","19051","Ppp1r17","protein phosphatase 1, regulatory subunit 17","1"
"Cd36","12491","Cd36","CD36 antigen","1"
"Map2k7","26400","Map2k7","mitogen-activated protein kinase kinase 7","1"
"Timm44","21856","Timm44","translocase of inner mitochondrial membrane 44","1"
"Ap2a2","11772","Ap2a2","adaptor protein complex AP-2, alpha 2 subunit","1"
"Pnkp","59047","Pnkp","polynucleotide kinase 3'- phosphatase","1"
"Med25","75613","Med25","mediator of RNA polymerase II transcription, subunit 25 homolog (yeast)","1"
"Bcam","57278","Bcam","basal cell adhesion molecule","1"
"Clptm1","56457","Clptm1","cleft lip and palate associated transmembrane protein 1","1"
"Relb","19698","Relb","avian reticuloendotheliosis viral (v-rel) oncogene related B","1"
"Tomm40","53333","Tomm40","translocase of outer mitochondrial membrane 40 homolog (yeast)","1"
"Apoe","11816","Apoe","apolipoprotein E","1"
"Apoc2","11813","Apoc2","apolipoprotein C-II","1"
"Hbp1","73389","Hbp1","high mobility group box transcription factor 1","1"
"Prkar2b","19088","Prkar2b","protein kinase, cAMP dependent regulatory, type II beta","1"
"Cdkn1b","12576","Cdkn1b","cyclin-dependent kinase inhibitor 1B","1"
"Klf4","16600","Klf4","Kruppel-like factor 4 (gut)","1"
"Ap1m1","11767","Ap1m1","adaptor-related protein complex AP-1, mu subunit 1","1"
"Rab8a","17274","Rab8a","RAB8A, member RAS oncogene family","1"
"Hmgn2","15331","Hmgn2","high mobility group nucleosomal binding domain 2","1"
"Fam32a","67922","Fam32a","family with sequence similarity 32, member A","1"
"Elf3","13710","Elf3","E74-like factor 3","1"
"Cyp2c29","13095","Cyp2c29","cytochrome P450, family 2, subfamily c, polypeptide 29","1"
"Stard3nl","76205","Stard3nl","STARD3 N-terminal like","1"
"Stk11","20869","Stk11","serine/threonine kinase 11","1"
"Efna2","13637","Efna2","ephrin A2","1"
"Atp5d","66043","Atp5d","ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit","1"
"Ppp5c","19060","Ppp5c","protein phosphatase 5, catalytic subunit","1"
"Cdk12","69131","Cdk12","cyclin-dependent kinase 12","1"
"Lipe","16890","Lipe","lipase, hormone sensitive","1"
"Pafah1b2","18475","Pafah1b2","platelet-activating factor acetylhydrolase, isoform 1b, subunit 2","1"
"Tbc1d8","54610","Tbc1d8","TBC1 domain family, member 8","1"
"Cnot11","NA","NA","NA","0"
"Slc2a3","20527","Slc2a3","solute carrier family 2 (facilitated glucose transporter), member 3","1"
"Foxj2","60611","Foxj2","forkhead box J2","1"
"Sri","109552","Sri","sorcin","1"
"Dgcr2","13356","Dgcr2","DiGeorge syndrome critical region gene 2","1"
"Mical3","194401","Mical3","microtubule associated monoxygenase, calponin and LIM domain containing 3","1"
"Irf3","54131","Irf3","interferon regulatory factor 3","1"
"Bcl2l12","75736","Bcl2l12","BCL2-like 12 (proline rich)","1"
"Zfp959","224893","Zfp959","zinc finger protein 959","1"
"Mpnd","68047","Mpnd","MPN domain containing","1"
"Sh3gl1","20405","Sh3gl1","SH3-domain GRB2-like 1","1"
"Ebi3","50498","Ebi3","Epstein-Barr virus induced gene 3","1"
"Ccdc94","72886","Ccdc94","coiled-coil domain containing 94","1"
"Ranbp2","19386","Ranbp2","RAN binding protein 2","1"
"Edar","13608","Edar","ectodysplasin-A receptor","1"
"Grk5","14773","Grk5","G protein-coupled receptor kinase 5","1"
"Dvl3","13544","Dvl3","dishevelled 3, dsh homolog (Drosophila)","1"
"Abcf3","27406","Abcf3","ATP-binding cassette, sub-family F (GCN20), member 3","1"
"Eif2b5","224045","Eif2b5","eukaryotic translation initiation factor 2B, subunit 5 epsilon","1"
"Cyth2","19158","Cyth2","cytohesin 2","1"
"Sult2b1","54200","Sult2b1","sulfotransferase family, cytosolic, 2B, member 1","1"
"Car11","12348","Car11","carbonic anhydrase 11","1"
"Dlgap1","224997","Dlgap1","discs, large (Drosophila) homolog-associated protein 1","1"
"Plag1","56711","Plag1","pleiomorphic adenoma gene 1","1"
"Hck","15162","Hck","hemopoietic cell kinase","1"
"Mrpl4","66163","Mrpl4","mitochondrial ribosomal protein L4","1"
"Keap1","50868","Keap1","kelch-like ECH-associated protein 1","1"
"Ap1m2","11768","Ap1m2","adaptor protein complex AP-1, mu 2 subunit","1"
"Glg1","20340","Glg1","golgi apparatus protein 1","1"
"Atp8b3","67331","Atp8b3","ATPase, class I, type 8B, member 3","1"
"Btbd2","208198","Btbd2","BTB (POZ) domain containing 2","1"
"Csnk1g2","103236","Csnk1g2","casein kinase 1, gamma 2","1"
"Abhd17a","NA","NA","NA","0"
"Mob3a","208228","Mob3a","MOB kinase activator 3A","1"
"Cacnb3","12297","Cacnb3","calcium channel, voltage-dependent, beta 3 subunit","1"
"Ccdc65","105833","Ccdc65","coiled-coil domain containing 65","1"
"Fkbp11","66120","Fkbp11","FK506 binding protein 11","1"
"Ddx23","74351","Ddx23","DEAD (Asp-Glu-Ala-Asp) box polypeptide 23","1"
"Pld3","18807","Pld3","phospholipase D family, member 3","1"
"Grik5","14809","Grik5","glutamate receptor, ionotropic, kainate 5 (gamma 2)","1"
"Cd79a","12518","Cd79a","CD79A antigen (immunoglobulin-associated alpha)","1"
"Rabac1","14470","Rabac1","Rab acceptor 1 (prenylated)","1"
"Etv3","27049","Etv3","ets variant gene 3","1"
"Prkcsh","19089","Prkcsh","protein kinase C substrate 80K-H","1"
"Elavl3","15571","Elavl3","ELAV (embryonic lethal, abnormal vision, Drosophila)-like 3 (Hu antigen C)","1"
"Rab3b","69908","Rab3b","RAB3B, member RAS oncogene family","1"
"St8sia6","241230","St8sia6","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6","1"
"Fcgrt","14132","Fcgrt","Fc receptor, IgG, alpha chain transporter","1"
"Nosip","66394","Nosip","nitric oxide synthase interacting protein","1"
"Pih1d1","68845","Pih1d1","PIH1 domain containing 1","1"
"Rps11","27207","Rps11","ribosomal protein S11","1"
"Supt5","NA","NA","NA","0"
"Dll3","13389","Dll3","delta-like 3 (Drosophila)","1"
"Paf1","54624","Paf1","Paf1, RNA polymerase II associated factor, homolog (S. cerevisiae)","1"
"Timm50","66525","Timm50","translocase of inner mitochondrial membrane 50 homolog (yeast)","1"
"Med29","67224","Med29","mediator complex subunit 29","1"
"Bicd1","12121","Bicd1","bicaudal D homolog 1 (Drosophila)","1"
"Ncstn","59287","Ncstn","nicastrin","1"
"Pex19","19298","Pex19","peroxisomal biogenesis factor 19","1"
"Phyhip","105653","Phyhip","phytanoyl-CoA hydroxylase interacting protein","1"
"Crhr2","12922","Crhr2","corticotropin releasing hormone receptor 2","1"
"Inmt","21743","Inmt","indolethylamine N-methyltransferase","1"
"Cyp4f18","72054","Cyp4f18","cytochrome P450, family 4, subfamily f, polypeptide 18","1"
"Impdh1","23917","Impdh1","inosine 5'-phosphate dehydrogenase 1","1"
"Psg18","26438","Psg18","pregnancy specific glycoprotein 18","1"
"Dusp3","72349","Dusp3","dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related)","1"
"Prodh","19125","Prodh","proline dehydrogenase","1"
"Dgcr14","27886","Dgcr14","DiGeorge syndrome critical region gene 14","1"
"Slc25a1","13358","Slc25a1","solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1","1"
"Dgcr6","13353","Dgcr6","DiGeorge syndrome critical region gene 6","1"
"Ddr1","12305","Ddr1","discoidin domain receptor family, member 1","1"
"Ier3","15937","Ier3","immediate early response 3","1"
"Fosb","14282","Fosb","FBJ osteosarcoma oncogene B","1"
"Klc4","74764","Klc4","kinesin light chain 4","1"
"Ercc1","13870","Ercc1","excision repair cross-complementing rodent repair deficiency, complementation group 1","1"
"Cyp17a1","13074","Cyp17a1","cytochrome P450, family 17, subfamily a, polypeptide 1","1"
"As3mt","57344","As3mt","arsenic (+3 oxidation state) methyltransferase","1"
"Homer3","26558","Homer3","homer homolog 3 (Drosophila)","1"
"Crtc1","382056","Crtc1","CREB regulated transcription coactivator 1","1"
"Rnf215","71673","Rnf215","ring finger protein 215","1"
"Sec14l2","67815","Sec14l2","SEC14-like 2 (S. cerevisiae)","1"
"Aven","74268","Aven","apoptosis, caspase activation inhibitor","1"
"Cp","12870","Cp","ceruloplasmin","1"
"Crot","74114","Crot","carnitine O-octanoyltransferase","1"
"Rps6ka1","20111","Rps6ka1","ribosomal protein S6 kinase polypeptide 1","1"
"Calb2","12308","Calb2","calbindin 2","1"
"Snrnp200","320632","Snrnp200","small nuclear ribonucleoprotein 200 (U5)","1"
"Ciao1","26371","Ciao1","cytosolic iron-sulfur protein assembly 1 homolog (S. cerevisiae)","1"
"Has1","15116","Has1","hyaluronan synthase1","1"
"Taf6l","225895","Taf6l","TAF6-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor","1"
"Insig2","72999","Insig2","insulin induced gene 2","1"
"Kpna6","16650","Kpna6","karyopherin (importin) alpha 6","1"
"Man1a","17155","Man1a","mannosidase 1, alpha","1"
"Itpkc","233011","Itpkc","inositol 1,4,5-trisphosphate 3-kinase C","1"
"Adck4","76889","Adck4","aarF domain containing kinase 4","1"
"Brd8","78656","Brd8","bromodomain containing 8","1"
"Kif20a","19348","Kif20a","kinesin family member 20A","1"
"Farsa","66590","Farsa","phenylalanyl-tRNA synthetase, alpha subunit","1"
"Gcdh","270076","Gcdh","glutaryl-Coenzyme A dehydrogenase","1"
"Mast2","17776","Mast2","microtubule associated serine/threonine kinase 2","1"
"Dnase2a","13423","Dnase2a","deoxyribonuclease II alpha","1"
"Rad23a","19358","Rad23a","RAD23a homolog (S. cerevisiae)","1"
"Calr","12317","Calr","calreticulin","1"
"Syce2","71846","Syce2","synaptonemal complex central element protein 2","1"
"Nfat5","54446","Nfat5","nuclear factor of activated T cells 5","1"
"Nob1","67619","Nob1","NIN1/RPN12 binding protein 1 homolog (S. cerevisiae)","1"
"Nqo1","18104","Nqo1","NAD(P)H dehydrogenase, quinone 1","1"
"Ppfia3","76787","Ppfia3","protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 3","1"
"Gys1","14936","Gys1","glycogen synthase 1, muscle","1"
"Ruvbl2","20174","Ruvbl2","RuvB-like protein 2","1"
"Lin7b","22342","Lin7b","lin-7 homolog B (C. elegans)","1"
"Bax","12028","Bax","BCL2-associated X protein","1"
"Il7r","16197","Il7r","interleukin 7 receptor","1"
"Tfam","21780","Tfam","transcription factor A, mitochondrial","1"
"Zfp81","224694","Zfp81","zinc finger protein 81","1"
"Efnb3","13643","Efnb3","ephrin B3","1"
"Mmd","67468","Mmd","monocyte to macrophage differentiation-associated","1"
"Hlf","217082","Hlf","hepatic leukemia factor","1"
"Fam162a","70186","Fam162a","family with sequence similarity 162, member A","1"
"Rpl8","26961","Rpl8","ribosomal protein L8","1"
"Grm3","108069","Grm3","glutamate receptor, metabotropic 3","1"
"Ssbp2","66970","Ssbp2","single-stranded DNA binding protein 2","1"
"Fancl","67030","Fancl","Fanconi anemia, complementation group L","1"
"Brinp2","NA","NA","NA","0"
"Gstm5","14866","Gstm5","glutathione S-transferase, mu 5","1"
"Gstm7","68312","Gstm7","glutathione S-transferase, mu 7","1"
"Gstm3","14864","Gstm3","glutathione S-transferase, mu 3","1"
"Stat3","20848","Stat3","signal transducer and activator of transcription 3","1"
"Stat5a","20850","Stat5a","signal transducer and activator of transcription 5A","1"
"Ptrf","19285","Ptrf","polymerase I and transcript release factor","1"
"Map3k11","26403","Map3k11","mitogen-activated protein kinase kinase kinase 11","1"
"Akt2","11652","Akt2","thymoma viral proto-oncogene 2","1"
"Dnaja3","83945","Dnaja3","DnaJ (Hsp40) homolog, subfamily A, member 3","1"
"Hmox2","15369","Hmox2","heme oxygenase (decycling) 2","1"
"Cdip1","NA","NA","NA","0"
"Zak","NA","NA","NA","0"
"Cwc15","66070","Cwc15","CWC15 homolog (S. cerevisiae)","1"
"Col5a3","53867","Col5a3","collagen, type V, alpha 3","1"
"Dnmt1","13433","Dnmt1","DNA methyltransferase (cytosine-5) 1","1"
"Ppan","235036","Ppan","peter pan homolog (Drosophila)","1"
"Angptl2","26360","Angptl2","angiopoietin-like 2","1"
"Cacna1e","12290","Cacna1e","calcium channel, voltage-dependent, R type, alpha 1E subunit","1"
"Cacna1b","12287","Cacna1b","calcium channel, voltage-dependent, N type, alpha 1B subunit","1"
"Trmt10a","NA","NA","NA","0"
"Etv1","14009","Etv1","ets variant gene 1","1"
"Kifc2","16581","Kifc2","kinesin family member C2","1"
"Psap","19156","Psap","prosaposin","1"
"Ikbkg","16151","Ikbkg","inhibitor of kappaB kinase gamma","1"
"Pax2","18504","Pax2","paired box gene 2","1"
"Wars2","70560","Wars2","tryptophanyl tRNA synthetase 2 (mitochondrial)","1"
"Atn1","13498","Atn1","atrophin 1","1"
"Phb2","12034","Phb2","prohibitin 2","1"
"Ptpn6","15170","Ptpn6","protein tyrosine phosphatase, non-receptor type 6","1"
"Eno2","13807","Eno2","enolase 2, gamma neuronal","1"
"Emg1","14791","Emg1","EMG1 nucleolar protein homolog (S. cerevisiae)","1"
"Lpcat3","14792","Lpcat3","lysophosphatidylcholine acyltransferase 3","1"
"Atp6v1f","66144","Atp6v1f","ATPase, H+ transporting, lysosomal V1 subunit F","1"
"Il12b","16160","Il12b","interleukin 12b","1"
"Clcn5","12728","Clcn5","chloride channel 5","1"
"Clcn3","12725","Clcn3","chloride channel 3","1"
"Hif3a","53417","Hif3a","hypoxia inducible factor 3, alpha subunit","1"
"Gpx6","75512","Gpx6","glutathione peroxidase 6","1"
"Gpx5","14780","Gpx5","glutathione peroxidase 5","1"
"Pde1c","18575","Pde1c","phosphodiesterase 1C","1"
"Utp20","70683","Utp20","UTP20, small subunit (SSU) processome component, homolog (yeast)","1"
"Spic","20728","Spic","Spi-C transcription factor (Spi-1/PU.1 related)","1"
"9330159F19Rik","212448","9330159F19Rik","RIKEN cDNA 9330159F19 gene","1"
